Molecular Formula,rdkit_SMILES,SMILES,chemical name,Molecular Weight
C4H7N,CCCC#N,CCCC#N,butyronitrile,69.107
C4H7N,NC1C=CC1,NC1CC=C1,cyclobut-2-en-1-amine,69.107
C4H7N,CC(C)C#N,CC(C)C#N,isobutyronitrile,69.107
C4H7N,C#CN(C)C,C#CN(C)C,"N,N-dimethylethynamine",69.107
C4H7N,C=C=NCC,C=C=NCC,N-ethylethenimine,69.107
C4H7N,CC=C=NC,CN=C=CC,N-methylprop-1-en-1-imine,69.107
C4H7N,CC#CNC,CC#CNC,N-methylprop-1-yn-1-amine,69.107
C4H7N,C#CCNC,CNCC#C,N-methylprop-2-yn-1-amine,69.107
C4H11B,CCB(C)C,B(C)(C)CC,ethyldimethylborane,69.942
CHF 3.00,FC(F)F,C(F)(F)(F),fluoroform,70.0142
C3H2O2,O=C=CC=O,O=CC=C=O,3-oxoacrylaldehyde,70.047
C3H2O2,C#CC(=O)O,OC(C#C)=O,propiolic acid,70.047
C2H2N2O,c1nnco1,O1C=NN=C1,"1,3,4-oxadiazole",70.051
C2H2N2O,N#CNC=O,O=CNC#N,N-cyanoformamide,70.051
CH2N4,c1nn[nH]n1,N1N=NC=N1,2H-tetrazole,70.055
CH2N4,C1N=NN=N1,N\1=N\N=N/C/1,5H-tetrazole,70.055
C4H3F,C#CC=CF,C(F)=C(C#C),1-fluorobut-1-en-3-yne,70.0664
C4H3F,C#CC(=C)F,C=C(F)(C#C),2-fluorobut-1-en-3-yne,70.0664
C4H3F,C=CC#CF,C=C(C#CF),4-fluorobut-1-en-3-yne,70.0664
C4H6O,C=COC=C,C=COC=C,(vinyloxy)ethene,70.091
C4H6O,CC#COC,CC#COC,1-methoxyprop-1-yne,70.091
C4H6O,C=C=COC,COC=C=C,"1-methoxypropa-1,2-diene",70.091
C4H6O,C1CC12CO2,C1C2(CC2)O1,1-oxaspiro[2.2]pentane,70.091
C4H6O,C1=COCC1,O1CCC=C1,"2,3-dihydrofuran",70.091
C4H6O,CC1=C(C)O1,CC(O1)=C1C,"2,3-dimethyloxirene",70.091
C4H6O,C1=CCOC1,O1CC=CC1,"2,5-dihydrofuran",70.091
C4H6O,CCC1=CO1,CCC1=CO1,2-ethyloxirene,70.091
C4H6O,CC(C)=C=O,CC(C)=C=O,2-methylprop-1-en-1-one,70.091
C4H6O,C=CC1CO1,C=CC1CO1,2-vinyloxirane,70.091
C4H6O,C#CCOC,COCC#C,3-methoxyprop-1-yne,70.091
C4H6O,C1CC2OC12,C1(CC2)C2O1,5-oxabicyclo[2.1.0]pentane,70.091
C4H6O,CC=CC=O,O=CC=CC,but-2-enal,70.091
C4H6O,CC#CCO,OCC#CC,but-2-yn-1-ol,70.091
C4H6O,C=CC(C)=O,C=CC(C)=O,but-3-en-2-one,70.091
C4H6O,C=CCC=O,O=CCC=C,but-3-enal,70.091
C4H6O,C#CCCO,OCCC#C,but-3-yn-1-ol,70.091
C4H6O,C#CC(C)O,OC(C#C)C,but-3-yn-2-ol,70.091
C4H6O,C=C=CCO,OCC=C=C,"buta-2,3-dien-1-ol",70.091
C4H6O,OC1C=CC1,OC1CC=C1,cyclobut-2-en-1-ol,70.091
C4H6O,O=C1CCC1,O=C1CCC1,cyclobutanone,70.091
C4H6O,O=CC1CC1,O=CC1CC1,cyclopropanecarbaldehyde,70.091
C4H6O,C#COCC,CCOC#C,ethoxyethyne,70.091
C4H6O,C=C(C)C=O,O=CC(C)=C,methacrylaldehyde,70.091
C3H6N2,CNCC#N,N#CCNC,2-(methylamino)acetonitrile,70.095
C3H6N2,C1=CNNC1,N1NC=CC1,"2,3-dihydro-1H-pyrazole",70.095
C3H6N2,CC(N)C#N,NC(C#N)C,2-aminopropanenitrile,70.095
C3H6N2,N#CCCN,N#CCCN,3-aminopropanenitrile,70.095
C3H6N2,C1=NNCC1,N1N=CCC1,"4,5-dihydro-1H-pyrazole",70.095
C3H6N2,C=CC(=N)N,[N@H]=C(C=C)N,acrylimidamide,70.095
C3H6N2,CN(C)C#N,N#CN(C)C,"N,N-dimethylcyanamide",70.095
C3H6N2,C#CCNN,NNCC#C,prop-2-yn-1-ylhydrazine,70.095
C5H10,CC1(C)CC1,CC1(CC1)C,"1,1-dimethylcyclopropane",70.135
C5H10,CC1CC1C,CC1CC1C,"1,2-dimethylcyclopropane",70.135
C5H10,C=C(C)CC,C=C(CC)C,2-methylbut-1-ene,70.135
C5H10,CC=C(C)C,CC=C(C)C,2-methylbut-2-ene,70.135
C5H10,C=CC(C)C,CC(C=C)C,3-methylbut-1-ene,70.135
C5H10,C1CCCC1,C1CCCC1,cyclopentane,70.135
C5H10,CCC1CC1,CCC1CC1,ethylcyclopropane,70.135
C5H10,CC1CCC1,CC1CCC1,methylcyclobutane,70.135
C5H10,C=CCCC,CCCC=C,pent-1-ene,70.135
C5H10,CC=CCC,CC=CCC,pent-2-ene,70.135
C3H10BN,CB(C)CN,B(C)(C)CN,(dimethylboraneyl)methanamine,70.93
C3H10BN,CNB(C)C,CB(C)NC,"N,1,1-trimethylboranamine",70.93
CHN3O,[N-]=[N+]=NC=O,[N-]=[N+]=NC=O,formyl azide,71.039
C3H5NO,C1=CONC1,N1CC=CO1,"2,3-dihydroisoxazole",71.079
C3H5NO,C1=COCN1,N1COC=C1,"2,3-dihydrooxazole",71.079
C3H5NO,C1=CNOC1,N1C=CCO1,"2,5-dihydroisoxazole",71.079
C3H5NO,CC(O)C#N,OC(C)C#N,2-hydroxypropanenitrile,71.079
C3H5NO,COCC#N,N#CCOC,2-methoxyacetonitrile,71.079
C3H5NO,NC=CC=O,N/C=C\C=O,3-aminoacrylaldehyde,71.079
C3H5NO,N#CCCO,OCCC#N,3-hydroxypropanenitrile,71.079
C3H5NO,C=CC(N)=O,C=CC(N)=O,acrylamide,71.079
C3H5NO,ON1C=CC1,ON1CC=C1,azet-1(2H)-ol,71.079
C3H5NO,O=C1CCN1,O=C1CCN1,azetidin-2-one,71.079
C3H5NO,O=C1CNC1,O=C1CNC1,azetidin-3-one,71.079
C3H5NO,CCN=C=O,CCN=C=O,isocyanatoethane,71.079
C3H5NO,C#CCNO,C#CCNO,N-(prop-2-yn-1-yl)hydroxylamine,71.079
C3H5NO,C=CNC=O,O=CNC=C,N-vinylformamide,71.079
C3H5NO,C#CCON,NOCC#C,O-(prop-2-yn-1-yl)hydroxylamine,71.079
C2H5N3,CN=C=NN,CN=C=NN,1-hydrazineylidene-N-methylmethanimine,71.083
C2H5N3,CN(N)C#N,N#CN(N)C,1-methylhydrazine-1-carbonitrile,71.083
C2H5N3,C1=NCNN1,N\1=C\NNC/1,"2,3-dihydro-1H-1,2,4-triazole",71.083
C2H5N3,C1CNN=N1,C1CN=NN1,"4,5-dihydro-1H-1,2,3-triazole",71.083
C2H5N3,CCN=[N+]=[N-],[N-]=[N+]=NCC,azidoethane,71.083
C2H5N3,N#CNCN,N#CNCN,N-(aminomethyl)cyanamide,71.083
C2H5N3,C=NN=CN,N(\N=C\N)=C,N'-methyleneformohydrazonamide,71.083
C4H9N,CCN1CC1,CCN1CC1,1-ethylaziridine,71.123
C4H9N,CC1(N)CC1,NC1(CC1)C,1-methylcyclopropan-1-amine,71.123
C4H9N,CC1(C)CN1,CC1(C)CN1,"2,2-dimethylaziridine",71.123
C4H9N,CC1NC1C,CC1C(C)N1,"2,3-dimethylaziridine",71.123
C4H9N,CCC1CN1,CCC1CN1,2-ethylaziridine,71.123
C4H9N,CC1CCN1,CC1NCC1,2-methylazetidine,71.123
C4H9N,CC1CC1N,NC1C(C)C1,2-methylcyclopropan-1-amine,71.123
C4H9N,C=C(C)CN,NCC(C)=C,2-methylprop-2-en-1-amine,71.123
C4H9N,CC1CNC1,CC1CNC1,3-methylazetidine,71.123
C4H9N,C=CCCN,NCCC=C,but-3-en-1-amine,71.123
C4H9N,C=CC(C)N,NC(C=C)C,but-3-en-2-amine,71.123
C4H9N,NC1CCC1,NC1CCC1,cyclobutanamine,71.123
C4H9N,NCC1CC1,NCC1CC1,cyclopropylmethanamine,71.123
C4H9N,CNC1CC1,CNC1CC1,N-methylcyclopropanamine,71.123
C4H9N,C=CCNC,CNCC=C,N-methylprop-2-en-1-amine,71.123
C4H9N,C1CCNC1,C1CCCN1,pyrrolidine,71.123
C3H9BO,CB(C)CO,OCB(C)C,(dimethylboraneyl)methanol,71.914
C3H9BO,COB(C)C,O(B(C)C)C,methoxydimethylborane,71.914
C2HOP,C#CP=O,O=PC#C,ethynyl(oxo)phosphane,72.0028
C3HFO,O=CC#CF,C(=O)C#C(F),3-fluoropropiolaldehyde,72.0384
C3H5P,C1=CPC1,P1C=CC1,"1,2-dihydrophosphete",72.0468
C3H5P,C#CPC,CPC#C,ethynyl(methyl)phosphane,72.0468
C3H5P,C#CCP,C#CCP,prop-2-yn-1-ylphosphane,72.0468
C3H5P,C=C=CP,C(=C)=CP,"propa-1,2-dien-1-ylphosphane",72.0468
C3H4O2,CC(=O)C=O,CC(C=O)=O,2-oxopropanal,72.063
C3H4O2,C=CC(=O)O,OC(C=C)=O,acrylic acid,72.063
C3H4O2,O=CCC=O,O=CCC=O,malonaldehyde,72.063
C3H4O2,O=C1CCO1,O=C1CCO1,oxetan-2-one,72.063
C3H4O2,O=C1COC1,O=C1COC1,oxetan-3-one,72.063
C3H4O2,O=CC1CO1,O=CC1OC1,oxirane-2-carbaldehyde,72.063
C3H4O2,C=COC=O,O=COC=C,vinyl formate,72.063
C2H4N2O,N#CCNO,ONCC#N,2-(hydroxyamino)acetonitrile,72.067
CH4N4,C1NN=NN1,C1N\N=N/N1,"4,5-dihydro-1H-tetrazole",72.071
C4H5F,FC=C1CC1,C(F)=C(C1)(C1),(fluoromethylene)cyclopropane,72.0824
C4H5F,FCC1=CC1,FCC1=CC1,1-(fluoromethyl)cycloprop-1-ene,72.0824
C4H5F,CC1=C(F)C1,FC(C1)=C1C,1-fluoro-2-methylcycloprop-1-ene,72.0824
C4H5F,C=C1CC1F,C=C(C1)(C1F),1-fluoro-2-methylenecyclopropane,72.0824
C4H5F,CC1C=C1F,FC1=CC1C,1-fluoro-3-methylcycloprop-1-ene,72.0824
C4H5F,CCC#CF,C(CC#CF),1-fluorobut-1-yne,72.0824
C4H5F,CC#CCF,C(C)#C(CF),1-fluorobut-2-yne,72.0824
C4H5F,C=CC=CF,C=C(C=CF),"1-fluorobuta-1,3-diene",72.0824
C4H5F,FC1=CCC1,C(C1)(C=C1F),1-fluorocyclobut-1-ene,72.0824
C4H5F,C=CC(=C)F,C=C(C(F)=C),"2-fluorobuta-1,3-diene",72.0824
C4H5F,FCC1C=C1,FCC1C=C1,3-(fluoromethyl)cycloprop-1-ene,72.0824
C4H5F,CC1=CC1F,CC1=CC1F,3-fluoro-1-methylcycloprop-1-ene,72.0824
C4H5F,CC1(F)C=C1,FC1(C)C=C1,3-fluoro-3-methylcycloprop-1-ene,72.0824
C4H5F,C#CC(C)F,C(C(F)C#C),3-fluorobut-1-yne,72.0824
C4H5F,FC1C=CC1,C(C1F)(C=C1),3-fluorocyclobut-1-ene,72.0824
C4H5F,C#CCCF,C(F)(CC#C),4-fluorobut-1-yne,72.0824
C4H8O,CC=COC,COC=CC,1-methoxyprop-1-ene,72.107
C4H8O,CC1(O)CC1,OC1(CC1)C,1-methylcyclopropan-1-ol,72.107
C4H8O,CC1(C)CO1,CC1(C)CO1,"2,2-dimethyloxirane",72.107
C4H8O,CC1OC1C,CC1C(C)O1,"2,3-dimethyloxirane",72.107
C4H8O,CCC1CO1,CCC1CO1,2-ethyloxirane,72.107
C4H8O,C=C(C)OC,COC(C)=C,2-methoxyprop-1-ene,72.107
C4H8O,CC1CCO1,CC1OCC1,2-methyloxetane,72.107
C4H8O,C=C(C)CO,C=C(C)CO,2-methylprop-2-en-1-ol,72.107
C4H8O,C=CCOC,COCC=C,3-methoxyprop-1-ene,72.107
C4H8O,CC1COC1,CC1COC1,3-methyloxetane,72.107
C4H8O,CC=CCO,C/C=C\CO,but-2-en-1-ol,72.107
C4H8O,C=CCCO,OCCC=C,but-3-en-1-ol,72.107
C4H8O,C=CC(C)O,OC(C=C)C,but-3-en-2-ol,72.107
C4H8O,CCC(C)=O,CC(CC)=O,butan-2-one,72.107
C4H8O,CCCC=O,O=CCCC,butyraldehyde,72.107
C4H8O,OC1CCC1,OC1CCC1,cyclobutanol,72.107
C4H8O,OCC1CC1,OCC1CC1,cyclopropylmethanol,72.107
C4H8O,C=COCC,CCOC=C,ethoxyethene,72.107
C4H8O,CC(C)C=O,O=CC(C)C,isobutyraldehyde,72.107
C4H8O,COC1CC1,COC1CC1,methoxycyclopropane,72.107
C4H8O,C1CCOC1,C(C1)OC(C1),tetrahydrofuran,72.107
C3H8N2,C=NN(C)C,C=NN(C)C,"1,1-dimethyl-2-methylenehydrazine",72.111
C3H8N2,CN1CN1C,N1(N(C)C1)C,"1,2-dimethyldiaziridine",72.111
C3H8N2,CCN=NC,CCN=NC,1-ethyl-2-methyldiazene,72.111
C3H8N2,CN1CCN1,CN1CCN1,"1-methyl-1,2-diazetidine",72.111
C3H8N2,CC1CN1N,NN1C(C)C1,2-methylaziridin-1-amine,72.111
C3H8N2,C=CCNN,NNCC=C,allylhydrazine,72.111
C3H8N2,NN1CCC1,NN1CCC1,azetidin-1-amine,72.111
C3H8N2,NC1CNC1,NC1CNC1,azetidin-3-amine,72.111
C3H8N2,NCC1CN1,C1C(N1)CN,aziridin-2-ylmethanamine,72.111
C3H8N2,NC1CC1N,NC1C(N)C1,"cyclopropane-1,2-diamine",72.111
C3H8N2,NNC1CC1,NNC1CC1,cyclopropylhydrazine,72.111
C3H8N2,C1CNCN1,N1CNCC1,imidazolidine,72.111
C3H8N2,CN=CNC,N(=C/NC)\C,"N,N'-dimethylformimidamide",72.111
C3H8N2,CN=C(C)N,C/C(=N/C)/N,N'-methylacetimidamide,72.111
C3H8N2,CC=C(N)N,NC(N)=CC,"prop-1-ene-1,1-diamine",72.111
C3H8N2,CC(N)=CN,NC=C(N)C,"prop-1-ene-1,2-diamine",72.111
C3H8N2,C1CNNC1,N1NCCC1,pyrazolidine,72.111
C3H4S,C=C1CS1,C=C1CS1,2-methylenethiirane,72.125
C3H4S,CC1=CS1,CC1=CS1,2-methylthiirene,72.125
C3H4S,C#CSC,C#CSC,ethynyl(methyl)sulfane,72.125
C3H4S,C#CCS,SCC#C,prop-2-yne-1-thiol,72.125
C5H12,CCC(C)C,CC(CC)C,isopentane,72.151
C5H12,CC(C)(C)C,CC(C)(C)C,neopentane,72.151
C5H12,CCCCC,CCCCC,pentane,72.151
C2H3NO2,O=CCN=O,O=NCC=O,2-nitrosoacetaldehyde,73.051
C2H3NO2,C=C[N+](=O)[O-],O=[N+](C=C)[O-],nitroethene,73.051
C3H4FN,C#CC(N)F,NC(F)(C#C),1-fluoroprop-2-yn-1-amine,73.0704
C3H4FN,FCC1=CN1,FCC1=CN1,2-(fluoromethyl)-1H-azirine,73.0704
C3H4FN,CC1=C(F)N1,FC(N1)=C1C,2-fluoro-3-methyl-1H-azirine,73.0704
C3H4FN,NCC#CF,NC(C#CF),3-fluoroprop-2-yn-1-amine,73.0704
C3H7NO,CC(=O)CN,NCC(C)=O,1-aminopropan-2-one,73.095
C3H7NO,CON1CC1,CON1CC1,1-methoxyaziridine,73.095
C3H7NO,C=C(N)OC,NC(OC)=C,1-methoxyethen-1-amine,73.095
C3H7NO,CCCN=O,O=NCCC,1-nitrosopropane,73.095
C3H7NO,CN1CCO1,CN1CCO1,"2-methyl-1,2-oxazetidine",73.095
C3H7NO,CC(C)N=O,O=NC(C)C,2-nitrosopropane,73.095
C3H7NO,ON1CCC1,ON1CCC1,azetidin-1-ol,73.095
C3H7NO,OC1CNC1,OC1CNC1,azetidin-3-ol,73.095
C3H7NO,C1CNOC1,N1CCCO1,isoxazolidine,73.095
C3H7NO,CN(C)C=O,O=CN(C)C,"N,N-dimethylformamide",73.095
C3H7NO,C=CCNO,C=CCNO,N-allylhydroxylamine,73.095
C3H7NO,CCNC=O,O=CNCC,N-ethylformamide,73.095
C3H7NO,CNC(C)=O,CC(NC)=O,N-methylacetamide,73.095
C3H7NO,C=CN(C)O,CN(O)C=C,N-methyl-N-vinylhydroxylamine,73.095
C3H7NO,C=CONC,CNOC=C,N-methyl-O-vinylhydroxylamine,73.095
C3H7NO,C=CCON,NOCC=C,O-allylhydroxylamine,73.095
C3H7NO,C=CNOC,C=CNOC,O-methyl-N-vinylhydroxylamine,73.095
C3H7NO,NC1COC1,NC1COC1,oxetan-3-amine,73.095
C3H7NO,CC(C)=NO,C/C(C)=N/O,propan-2-one oxime,73.095
C3H7NO,CCC(N)=O,CCC(N)=O,propionamide,73.095
C2H7N3,CNC(=N)N,CNC(N)=N,1-methylguanidine,73.099
C2H7N3,NC=C(N)N,NC(N)=CN,"ethene-1,1,2-triamine",73.099
C2H3NS,N#CCS,N#CCS,2-mercaptoacetonitrile,73.113
C2H3NS,CN=C=S,CN=C=S,isothiocyanatomethane,73.113
C2H3NS,CSC#N,CSC#N,thiocyanatomethane,73.113
C4H11N,CC(C)CN,NCC(C)C,2-methylpropan-1-amine,73.139
C4H11N,CC(C)(C)N,NC(C)(C)C,2-methylpropan-2-amine,73.139
C4H11N,CCCCN,NCCCC,butan-1-amine,73.139
C4H11N,CCC(C)N,NC(CC)C,butan-2-amine,73.139
C4H11N,CCNCC,CCNCC,diethylamine,73.139
C4H11N,CCN(C)C,CN(CC)C,"N,N-dimethylethanamine",73.139
C4H11N,CCCNC,CNCCC,N-methylpropan-1-amine,73.139
C4H11N,CNC(C)C,CNC(C)C,N-methylpropan-2-amine,73.139
C2H3OP,C=CP=O,O=PC=C,oxo(vinyl)phosphane,74.0188
CH3N2P,N#CPN,C(#N)PN,aminophosphanecarbonitrile,74.0228
C2H2O3,O=C1OCO1,O=C1OCO1,"1,3-dioxetan-2-one",74.035
C2H2O3,O=CC(=O)O,OC(C=O)=O,2-oxoacetic acid,74.035
CH2N2O2,NC(=O)N=O,C(=O)(N)N=O,nitrosoformamide,74.039
CH2N2O2,C=N[N+](=O)[O-],C=NN(=O)=O,N-methylenenitramide,74.039
C3H3FO,C#CC(O)F,OC(F)(C#C),1-fluoroprop-2-yn-1-ol,74.0544
C3H3FO,FCC1=CO1,FCC1=CO1,2-(fluoromethyl)oxirene,74.0544
C3H3FO,CC1=C(F)O1,FC(O1)=C1C,2-fluoro-3-methyloxirene,74.0544
C3H3FO,C=C(F)C=O,C(=O)C(F)=C,2-fluoroacrylaldehyde,74.0544
C3H3FO,O=CC=CF,C(=O)C=C(F),3-fluoroacrylaldehyde,74.0544
C3H3FO,OCC#CF,OC(C#CF),3-fluoroprop-2-yn-1-ol,74.0544
C3H7P,CP1CC1,CP1CC1,1-methylphosphirane,74.0628
C3H7P,C=CCP,C=CCP,allylphosphane,74.0628
C3H7P,PC1CC1,PC1CC1,cyclopropylphosphane,74.0628
C3H7P,C=CPC,CPC=C,methyl(vinyl)phosphane,74.0628
C3H7P,C1CPC1,P1CCC1,phosphetane,74.0628
C3H6O2,C1COCO1,O1COCC1,"1,3-dioxolane",74.079
C3H6O2,CC(=O)CO,CC(CO)=O,1-hydroxypropan-2-one,74.079
C3H6O2,CC(O)C=O,CC(O)C=O,2-hydroxypropanal,74.079
C3H6O2,COCC=O,O=CCOC,2-methoxyacetaldehyde,74.079
C3H6O2,O=CCCO,OCCC=O,3-hydroxypropanal,74.079
C3H6O2,CCOC=O,O=COCC,ethyl formate,74.079
C3H6O2,COC(C)=O,COC(C)=O,methyl acetate,74.079
C3H6O2,OC1COC1,OC1COC1,oxetan-3-ol,74.079
C3H6O2,OCC1CO1,OCC1CO1,oxiran-2-ylmethanol,74.079
C3H6O2,CCC(=O)O,OC(CC)=O,propionic acid,74.079
C6H2,C#CC#CC#C,C#CC#CC#C,"hexa-1,3,5-triyne",74.082
C2H6N2O,C=C(N)NO,ONC(N)=C,1-(hydroxyamino)ethen-1-amine,74.083
C2H6N2O,C=NN(C)O,C=NN(C)O,1-hydroxy-1-methyl-2-methylenehydrazine,74.083
C2H6N2O,CNC(N)=O,NC(NC)=O,1-methylurea,74.083
C2H6N2O,CC(N)N=O,NC(C)N=O,1-nitrosoethan-1-amine,74.083
C2H3NO,N=CC=O,O=CC=N,2-iminoacetaldehyde,57.052
C2H6N2O,NCC(N)=O,NCC(N)=O,2-aminoacetamide,74.083
C2H6N2O,CC(=O)NN,NNC(C)=O,acetohydrazide,74.083
C2H6N2O,COC(=N)N,NC(OC)=N,methyl carbamimidate,74.083
C2H6N2O,CN(C)N=O,CN(C)N=O,"N,N-dimethylnitrous amide",74.083
CH6N4,N=C(N)NN,NNC(N)=N,hydrazinecarboximidamide,74.087
C2H2OS,C#CSO,C#CSO,ethynylsulfanol,74.097
C4H7F,FCC1CC1,C(CF)(C1)(C1),(fluoromethyl)cyclopropane,74.0984
C4H7F,CC1(F)CC1,C(F)(C)(C1)(C1),1-fluoro-1-methylcyclopropane,74.0984
C4H7F,CC1CC1F,C(C)(C1)(C1F),1-fluoro-2-methylcyclopropane,74.0984
C4H7F,CC(C)=CF,C(F)=C(C)(C),1-fluoro-2-methylprop-1-ene,74.0984
C4H7F,CCC=CF,C(CC=CF),1-fluorobut-1-ene,74.0984
C4H7F,CC=CCF,C(C)=C(CF),1-fluorobut-2-ene,74.0984
C4H7F,C=C(F)CC,C(CC(F)=C),2-fluorobut-1-ene,74.0984
C4H7F,CC=C(C)F,C(C)=C(F)(C),2-fluorobut-2-ene,74.0984
C4H7F,C=C(C)CF,C=C(C)(CF),3-fluoro-2-methylprop-1-ene,74.0984
C4H7F,C=CC(C)F,C(C(F)C=C),3-fluorobut-1-ene,74.0984
C4H7F,C=CCCF,C(F)(CC=C),4-fluorobut-1-ene,74.0984
C4H7F,FC1CCC1,C(C1)(CC1F),fluorocyclobutane,74.0984
CH2N2S,N#CSN,N#CSN,S-cyanothiohydroxylamine,74.101
C4H10O,CCCOC,COCCC,1-methoxypropane,74.123
C4H10O,COC(C)C,COC(C)C,2-methoxypropane,74.123
C4H10O,CC(C)CO,OCC(C)C,2-methylpropan-1-ol,74.123
C4H10O,CC(C)(C)O,OC(C)(C)C,2-methylpropan-2-ol,74.123
C4H10O,CCCCO,OCCCC,butan-1-ol,74.123
C4H10O,CCC(C)O,OC(CC)C,butan-2-ol,74.123
C4H10O,CCOCC,CCOCC,ethoxyethane,74.123
C3H10N2,CNN(C)C,CN(NC)C,"1,1,2-trimethylhydrazine",74.127
C3H10N2,CCN(C)N,CN(N)CC,1-ethyl-1-methylhydrazine,74.127
C3H10N2,CCNNC,CNNCC,1-ethyl-2-methylhydrazine,74.127
C3H10N2,CC(C)NN,NNC(C)C,isopropylhydrazine,74.127
C3H10N2,CNCNC,N(C)CNC,"N,N'-dimethylmethanediamine",74.127
C3H10N2,CN(C)CN,NCN(C)C,"N,N-dimethylmethanediamine",74.127
C3H10N2,CNCCN,NCCNC,"N1-methylethane-1,2-diamine",74.127
C3H7N,CCC=N,CCC=N,propan-1-imine,57.096
C3H10N2,CC(N)CN,CC(N)CN,"propane-1,2-diamine",74.127
C3H10N2,NCCCN,NCCCN,"propane-1,3-diamine",74.127
C3H7N,CC(C)=N,N=C(C)C,propan-2-imine,57.096
C3H10N2,CCCNN,NNCCC,propylhydrazine,74.127
C3H6S,CC1CS1,CC1CS1,2-methylthiirane,74.141
C3H6S,SC1CC1,SC1CC1,cyclopropanethiol,74.141
C3H6S,C=CSC,CSC=C,methyl(vinyl)sulfane,74.141
C3H6S,CC=CS,CC=CS,prop-1-ene-1-thiol,74.141
C3H6S,C=CCS,SCC=C,prop-2-ene-1-thiol,74.141
C3H6S,CC(C)=S,CC(=S)C,propane-2-thione,74.141
C3H6S,CCC=S,S=CCC,propanethial,74.141
C3H6S,C1CSC1,C1CCS1,thietane,74.141
C3H3Cl,ClC1=CC1,ClC1=CC1,1-chlorocycloprop-1-ene,74.507
C3H3Cl,CC#CCl,CC#CCl,1-chloroprop-1-yne,74.507
C3H3Cl,ClC1C=C1,ClC1C=C1,3-chlorocycloprop-1-ene,74.507
C3H3Cl,C#CCCl,ClCC#C,3-chloroprop-1-yne,74.507
CHNO3,O=C[N+](=O)[O-],[O-][N+](=O)C=O,nitroformaldehyde,75.023
CHNO3,O=NC(=O)O,OC(=O)N=O,nitrosoformic acid,75.023
C2H2FNO,NOC#CF,NOC#CF,O-(fluoroethynyl)hydroxylamine,75.0424
C2H5NO2,NC(=O)CO,NC(CO)=O,2-hydroxyacetamide,75.067
C2H5NO2,NCC(=O)O,NCC(O)=O,glycine,75.067
C2H5NO2,COC(N)=O,NC(OC)=O,methyl carbamate,75.067
C2H5NO2,CC(=O)NO,ONC(C)=O,N-hydroxyacetamide,75.067
C2H5NO2,CC[N+](=O)[O-],CC[N+]([O-])=O,nitroethane,75.067
C2H5NO2,CONC=O,CONC=O,N-methoxyformamide,75.067
C5HN,[C-]#[N+]C#CC#C,C#CC#C[N+]#[C-],"1-isocyanobuta-1,3-diyne",75.07
C5HN,C#CC#CC#N,C#CC#CC#N,"penta-2,4-diynenitrile",75.07
CH5N3O,N=C(N)NO,C(=N)(N)NO,1-hydroxyguanidine,75.071
CH5N3O,NNC(N)=O,NNC(N)=O,hydrazinecarboxamide,75.071
CH2N2O,N=CN=O,N=C(N=O),nitrosomethanimine,58.04
C3H6FN,NC1(F)CC1,NC(F)(C1)(C1),1-fluorocyclopropan-1-amine,75.0864
C3H6FN,C=CC(N)F,NC(F)(C=C),1-fluoroprop-2-en-1-amine,75.0864
C3H6FN,FCC1CN1,FCC1CN1,2-(fluoromethyl)aziridine,75.0864
C3H6FN,CC1(F)CN1,FC1(C)CN1,2-fluoro-2-methylaziridine,75.0864
C3H6FN,CC1NC1F,FC1C(C)N1,2-fluoro-3-methylaziridine,75.0864
C3H6FN,FC1CCN1,FC1NCC1,2-fluoroazetidine,75.0864
C3H6FN,NC1CC1F,NC(C1)(C1F),2-fluorocyclopropan-1-amine,75.0864
C3H6FN,C=C(F)CN,NC(C(F)=C),2-fluoroprop-2-en-1-amine,75.0864
C3H6FN,FC1CNC1,FC1CNC1,3-fluoroazetidine,75.0864
C3H6FN,NCC=CF,NC(C=CF),3-fluoroprop-2-en-1-amine,75.0864
C3H9NO,CN(C)CO,OCN(C)C,(dimethylamino)methanol,75.111
C3H9NO,CC(O)CN,NCC(C)O,1-aminopropan-2-ol,75.111
C3H9NO,COC(C)N,NC(OC)C,1-methoxyethan-1-amine,75.111
C3H9NO,CNCOC,CNCOC,1-methoxy-N-methylmethanamine,75.111
C3H9NO,CNCCO,CNCCO,2-(methylamino)ethan-1-ol,75.111
C3H9NO,CC(N)CO,NC(C)C(O),2-aminopropan-1-ol,75.111
C3H9NO,COCCN,NCCOC,2-methoxyethan-1-amine,75.111
C3H9NO,NCCCO,NCCC(O),3-aminopropan-1-ol,75.111
C3H9NO,CCOCN,NCOCC,ethoxymethanamine,75.111
C3H9NO,CON(C)C,CN(OC)C,"N,N,O-trimethylhydroxylamine",75.111
C3H9NO,CCN(C)O,CN(O)CC,N-ethyl-N-methylhydroxylamine,75.111
C3H9NO,CCNOC,CCNOC,N-ethyl-O-methylhydroxylamine,75.111
C3H9NO,CC(C)NO,ONC(C)C,N-isopropylhydroxylamine,75.111
C3H9NO,CCCNO,CCCNO,N-propylhydroxylamine,75.111
C3H9NO,CCONC,CNOCC,O-ethyl-N-methylhydroxylamine,75.111
C3H9NO,CC(C)ON,O(N)C(C)C,O-isopropylhydroxylamine,75.111
C3H9NO,CCCON,NOCCC,O-propylhydroxylamine,75.111
C3H9NO,C[N+](C)(C)[O-],[O-][N+](C)(C)C,trimethylamine oxide,75.111
